,Date,City,Country,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed
292,1600804695,san jose,US,37.34,-121.89,82.0,44,5,6.93
293,1600805078,banjarmasin,ID,-3.32,114.59,75.2,100,100,1.12
294,1600805078,pathalgaon,IN,22.57,83.47,73.06,97,100,4.81
295,1600805079,gizo,SB,-8.1,156.84,81.95,74,28,7.9
296,1600804804,kenai,US,60.55,-151.26,52.0,66,75,21.92
297,1600805079,tatawin,TN,32.93,10.45,91.4,19,75,9.17
298,1600804753,padang,ID,-0.95,100.35,79.2,75,89,3.6
299,1600805079,husavik,IS,66.04,-17.34,37.4,89,75,10.29
300,1600805079,srednekolymsk,RU,67.45,153.68,38.75,91,100,2.64
301,1600805080,lucan,IE,53.36,-6.44,57.99,93,75,12.75
302,1600805080,sorland,NO,67.67,12.69,41.0,75,40,5.82
303,1600805080,maraa,BR,-1.83,-65.37,83.79,69,98,4.03
304,1600805080,verkhovazhye,RU,60.75,42.05,45.82,74,73,7.52
305,1600805081,ulagan,RU,50.63,87.96,45.52,66,100,4.88
306,1600805081,mantua,IT,45.17,10.78,64.0,95,100,1.01
307,1600804880,norrtalje,SE,59.76,18.7,54.0,84,85,6.02
308,1600805081,solnechnyy,RU,50.72,136.63,43.12,82,23,2.39
309,1600805081,breisach,DE,48.03,7.58,66.2,77,98,6.93
310,1600805082,oyama,JP,36.3,139.8,68.0,93,75,5.82
311,1600805009,scarborough,GB,54.28,-0.4,61.0,84,77,1.01
312,1600805082,sept-iles,CA,50.2,-66.38,51.8,62,90,6.93
313,1600805082,rawson,AR,-43.3,-65.1,63.72,29,0,14.72
314,1600805082,tura,IN,25.52,90.22,73.53,99,100,3.69
315,1600805082,ambulu,ID,-8.35,113.61,75.42,91,47,2.51
316,1600805083,komsomolskiy,UZ,40.43,71.72,57.2,67,0,4.7
317,1600805083,san giovanni in fiore,IT,39.26,16.7,69.8,83,100,4.7
318,1600804554,ribeira grande,PT,38.52,-28.7,69.8,68,20,8.05
319,1600804575,hambantota,LK,6.12,81.12,80.33,78,91,16.82
320,1600805083,sokoni,TZ,-6.43,39.55,78.48,83,56,17.2
321,1600805083,novyye lapsary,RU,56.07,47.21,57.2,76,40,13.42
322,1600805084,kralendijk,BQ,12.15,-68.27,89.6,66,20,18.34
323,1600805084,puerto madero,MX,14.72,-92.42,89.6,70,40,6.93
324,1600805084,college,US,64.86,-147.8,46.99,75,40,1.19
325,1600805085,eltham,NZ,-39.43,174.3,55.0,92,80,13.0
326,1600805085,panaba,MX,21.28,-88.27,88.41,66,59,9.31
327,1600805085,quatre cocos,MU,-20.21,57.76,69.8,73,40,5.82
328,1600805085,kajiado,KE,-1.85,36.78,66.2,77,75,16.24
329,1600805085,sonepur,IN,20.83,83.92,77.5,89,11,2.98
330,1600805086,zyryanskoye,RU,56.83,86.63,44.08,67,100,6.69
331,1600805086,savannah bight,HN,16.45,-85.85,84.02,73,5,8.77
332,1600805086,erdenet,MN,49.03,104.08,40.28,93,27,2.04
333,1600805086,uruzgan,AF,32.83,66.0,49.77,40,0,0.98
334,1600804810,russell,US,32.35,-85.2,77.0,50,40,5.55
335,1600805086,kieta,PG,-6.22,155.63,79.88,72,100,3.0
336,1600804521,klaksvik,FO,62.23,-6.59,42.8,87,100,9.17
337,1600805087,turukhansk,RU,65.82,87.98,48.15,85,100,13.69
338,1600804567,broome,US,42.25,-75.83,68.0,31,1,13.87
339,1600805087,hofn,IS,64.25,-15.21,40.89,63,0,8.79
340,1600805087,yuncheng,CN,35.02,110.99,60.39,78,100,1.92
341,1600805087,kem,RU,64.96,34.58,44.67,60,87,16.91
342,1600805088,sidi ali,DZ,36.1,0.42,73.24,54,35,2.48
343,1600804572,talnakh,RU,69.49,88.4,51.8,76,40,29.08
344,1600804910,washington,US,47.5,-120.5,75.99,45,1,3.11
345,1600804570,salalah,OM,17.02,54.09,80.6,88,75,6.93
346,1600804741,lorengau,PG,-2.02,147.27,81.54,80,82,9.01
347,1600805088,strezhevoy,RU,60.73,77.59,39.2,86,36,11.18
348,1600804453,deputatskiy,RU,69.3,139.9,34.93,92,99,4.65
349,1600805088,alamos,MX,27.02,-108.93,98.01,50,33,5.99
350,1600804853,almelo,NL,52.36,6.66,57.0,79,0,2.33
351,1600805088,saint-prosper,CA,46.21,-70.48,60.01,62,100,6.15
352,1600805089,canyon lake,US,29.88,-98.26,75.0,89,98,3.0
353,1600805089,jishou,CN,28.32,109.72,61.63,91,100,1.41
354,1600804553,bandarbeyla,SO,9.49,50.81,77.67,75,97,31.43
355,1600805089,suntar,RU,62.14,117.63,42.66,77,0,4.07
356,1600805089,tianpeng,CN,30.99,103.94,70.0,14,93,2.24
357,1600805089,ramat yishay,IL,32.7,35.18,77.0,82,0,4.52
358,1600805090,gunzenhausen,DE,49.1,10.75,64.4,82,40,4.7
359,1600805090,ayan,RU,56.45,138.17,51.22,68,66,5.21
360,1600805090,praia da vitoria,PT,38.73,-27.07,69.8,73,20,11.7
361,1600804572,mormugao,IN,15.4,73.8,75.2,100,75,10.29
362,1600805053,urumqi,CN,43.8,87.6,62.6,33,0,8.95
363,1600805091,lakes entrance,AU,-37.88,147.98,44.01,86,0,14.9
364,1600805091,macae,BR,-22.37,-41.79,66.2,93,90,13.87
365,1600805091,kirakira,SB,-10.45,161.92,79.25,80,41,8.03
366,1600805091,greymouth,NZ,-42.47,171.2,56.3,97,100,15.28
367,1600805091,yulara,AU,-25.24,130.99,57.2,46,0,8.05
368,1600804813,sterling,US,39.01,-77.43,71.01,35,1,11.41
369,1600805092,sao joao da barra,BR,-21.64,-41.05,71.6,94,90,6.93
370,1600805092,bundaberg,AU,-24.85,152.35,72.0,94,40,5.82
371,1600804508,hobyo,SO,5.35,48.53,78.03,80,100,25.57
372,1600804526,hamilton,US,39.18,-84.53,78.01,33,1,3.36
373,1600805092,kindu,CD,-2.95,25.95,74.97,77,84,1.86
374,1600805092,bengkulu,ID,-3.8,102.27,77.5,85,91,7.0
375,1600805093,grand bank,CA,47.1,-55.77,52.0,93,90,28.86
376,1600805093,agnibilekrou,CI,7.13,-3.2,74.41,88,28,1.43
377,1600805093,nagato,JP,34.38,131.2,71.6,73,40,12.75
378,1600805093,vitim,RU,59.45,112.56,41.54,89,0,1.23
379,1600805093,mwinilunga,ZM,-11.74,24.43,69.06,30,90,3.04
380,1600804340,kaitangata,NZ,-46.28,169.85,52.0,73,49,4.0
381,1600805094,bukachacha,RU,52.98,116.92,37.72,89,100,3.53
382,1600804579,mountain home,US,43.13,-115.69,72.0,26,40,3.36
383,1600805094,ileza,RU,61.05,43.9,42.12,78,90,8.77
384,1600804564,haines junction,CA,60.75,-137.51,46.71,67,100,3.49
385,1600805094,saint-quentin,FR,49.83,3.33,62.6,51,0,9.17
386,1600805094,oulainen,FI,64.27,24.8,41.0,83,93,1.99
387,1600805094,gravelbourg,CA,49.88,-106.55,72.41,30,95,7.31
388,1600805095,hoi an,VN,15.88,108.33,78.8,88,20,3.36
389,1600805095,inta,RU,66.03,60.17,38.25,77,100,7.58
390,1600805095,belluru,IN,12.99,76.74,67.21,90,80,9.35
391,1600805095,manokwari,ID,-0.87,134.08,78.78,76,64,4.79
392,1600805095,saint andrews,US,34.05,-81.13,75.99,37,20,0.34
393,1600805096,rouvroy,FR,50.39,2.9,66.0,48,5,8.05
394,1600804385,saldanha,ZA,-33.01,17.94,55.4,76,0,8.05
395,1600805096,puerto maldonado,PE,-12.6,-69.18,82.4,48,0,4.7
396,1600805096,mount gambier,AU,-37.83,140.77,46.4,100,75,9.17
397,1600805096,hirara,JP,24.8,125.28,79.97,82,100,15.26
398,1600805096,teseney,ER,15.11,36.66,84.72,48,10,11.27
399,1600805097,tilichiki,RU,60.47,166.1,33.19,91,2,5.32
400,1600805097,martapura,ID,-3.42,114.85,75.2,100,100,1.12
401,1600805097,salym,RU,60.06,71.48,36.57,89,0,8.12
402,1600805097,bilma,NE,18.69,12.92,92.48,13,0,6.62
403,1600805097,san isidro,PE,-12.12,-77.05,66.2,68,75,9.17
404,1600805097,henties bay,NA,-22.12,14.28,55.99,89,1,5.03
405,1600805098,sola,VU,-13.88,167.55,78.66,82,8,19.53
406,1600805098,leningradskiy,RU,69.38,178.42,39.02,87,100,16.75
407,1600805096,la asuncion,VE,11.03,-63.86,85.77,70,100,11.43
408,1600805098,ocampo,MX,21.65,-101.5,75.33,35,8,8.39
409,1600805098,crailsheim,DE,49.13,10.07,60.8,100,100,2.24
410,1600805098,skjervoy,NO,70.03,20.97,44.6,71,40,25.28
411,1600805099,kysyl-syr,RU,63.9,122.76,39.9,86,0,2.55
412,1600804809,cochrane,CA,51.18,-114.47,59.0,54,40,11.41
413,1600805099,iralaya,HN,15.0,-83.23,87.03,61,1,9.15
414,1600804528,troitsko-pechorsk,RU,62.71,56.2,42.44,91,100,9.42
415,1600804584,nanortalik,GL,60.14,-45.24,38.55,72,0,11.25
416,1600805099,rio cuarto,AR,-33.13,-64.35,80.6,12,23,20.8
417,1600804755,pisco,PE,-13.7,-76.22,66.99,77,20,11.41
418,1600805099,adra,ES,36.75,-3.02,73.4,94,55,5.82
419,1600805100,pemangkat,ID,1.17,108.97,76.14,83,100,4.47
420,1600805100,papara,BR,-3.98,-38.73,80.6,74,20,13.87
421,1600805100,nurota,UZ,40.56,65.69,59.0,28,1,4.7
422,1600804924,baoshan,CN,46.56,131.42,51.22,94,100,3.44
423,1600805100,impfondo,CG,1.64,18.07,71.65,95,1,3.8
424,1600804563,nemuro,JP,43.32,145.57,57.58,76,12,12.3
425,1600805100,mumford,GH,5.26,-0.76,75.67,88,79,14.63
426,1600804572,buraydah,SA,26.33,43.98,87.8,20,0,4.7
427,1600805101,thohoyandou,ZA,-22.95,30.48,60.01,64,72,5.37
428,1600805101,boueni,YT,-12.9,45.08,78.8,78,0,13.87
429,1600805104,nipawin,CA,53.37,-104.0,66.2,45,1,10.29
430,1600804552,kurilsk,RU,45.23,147.88,51.26,72,1,7.83
431,1600805104,yerbogachen,RU,61.28,108.01,41.61,92,0,4.32
432,1600805104,sergeyevka,KZ,53.88,67.42,43.18,85,100,12.28
433,1600804812,tefe,BR,-3.35,-64.71,91.4,63,40,8.05
434,1600805105,taos,US,36.41,-105.57,78.8,19,1,8.05
435,1600804580,sitka,US,57.05,-135.33,57.2,58,90,28.86
436,1600805105,tarakan,ID,3.3,117.63,79.95,82,100,7.99
437,1600805105,khandagayty,RU,50.73,92.05,47.55,70,90,1.79
438,1600804897,alta floresta,BR,-9.88,-56.09,74.79,90,100,2.62
439,1600804566,churapcha,RU,62.0,132.43,36.81,85,0,2.95
440,1600805106,iqaluit,CA,63.75,-68.51,33.8,86,90,11.41
441,1600805106,bay city,US,43.59,-83.89,75.99,38,1,10.29
442,1600805106,mandali,IQ,33.75,45.55,90.32,13,0,8.97
443,1600804757,guerrero negro,MX,27.98,-114.06,87.78,37,0,10.6
444,1600805106,shimoda,JP,34.67,138.95,63.0,96,100,5.01
445,1600805106,cuamba,MZ,-14.8,36.54,69.22,70,0,9.78
446,1600805106,roma,US,43.21,-75.46,66.2,42,1,11.41
447,1600805107,sensuntepeque,SV,13.87,-88.63,89.6,58,40,5.82
448,1600805107,muroto,JP,33.28,134.15,73.51,77,86,18.9
449,1600804818,vila velha,BR,-20.33,-40.29,81.0,78,40,16.11
450,1600805107,asau,RO,46.43,26.4,53.01,86,6,3.27
451,1600805107,kibre mengist,ET,5.88,38.98,61.23,83,76,1.39
452,1600805107,verkhnyaya inta,RU,65.98,60.31,37.87,78,100,8.14
453,1600805021,la tuque,CA,47.43,-72.78,65.77,45,0,1.9
454,1600804826,solwezi,ZM,-12.17,26.39,68.56,26,0,6.55
455,1600805108,mitu,CO,1.2,-70.17,91.83,49,82,1.14
456,1600805108,port keats,AU,-14.25,129.55,79.81,87,12,0.78
457,1600805108,san ciro de acosta,MX,21.63,-99.82,83.14,40,0,5.12
458,1600805108,sisimiut,GL,66.94,-53.67,33.89,89,50,4.88
459,1600804738,zhezkazgan,KZ,47.8,67.71,49.3,49,100,6.78
460,1600804531,baghdad,IQ,33.34,44.4,86.0,25,0,6.93
461,1600805109,alto longa,BR,-5.25,-42.21,101.07,16,5,7.31
462,1600805109,timizart,DZ,36.8,4.27,70.3,60,96,2.37
463,1600805110,chernyshevskiy,RU,63.01,112.47,40.14,94,0,2.84
464,1600805110,birin,NP,26.89,88.07,61.83,100,100,3.85
465,1600805110,aksay,RU,47.26,39.87,53.6,30,44,2.24
466,1600805110,waingapu,ID,-9.66,120.26,77.34,60,100,3.13
467,1600805110,lampitak,PH,6.43,125.05,68.63,97,98,0.74
468,1600805110,duldurga,RU,50.68,113.59,35.73,84,15,4.09
469,1600804876,rio grande,BR,-32.03,-52.1,56.52,64,0,10.89
470,1600805111,kavaratti,IN,10.57,72.64,81.48,80,99,21.61
471,1600805111,kabo,CF,7.7,18.63,72.95,95,100,4.83
472,1600804814,moree,AU,-29.47,149.85,48.2,93,0,4.7
473,1600805111,les cayes,HT,18.2,-73.75,85.44,66,84,6.04
474,1600804860,praia,CV,14.92,-23.51,82.4,78,20,8.05
475,1600804376,inhambane,MZ,-23.86,35.38,64.98,75,21,9.24
476,1600805112,santa isabel do rio negro,BR,-0.41,-65.02,87.71,59,82,1.3
477,1600805112,bitung,ID,1.45,125.18,73.4,94,40,1.12
478,1600805112,changji,CN,44.02,87.32,62.6,33,0,8.95
479,1600805112,fort pierce,US,27.45,-80.33,84.2,51,40,12.75
480,1600804758,ostrovnoy,RU,68.05,39.51,43.66,78,79,15.3
481,1600805113,yakeshi,CN,49.28,120.73,45.66,93,100,5.1
482,1600805113,koslan,RU,63.46,48.9,42.44,81,97,12.39
483,1600805113,galanesti,RO,47.92,25.8,61.0,51,0,10.29
484,1600805113,pran buri,TH,12.38,99.91,79.5,85,100,5.06
485,1600804885,minot,US,48.23,-101.3,84.99,26,1,16.11
486,1600805114,rumoi,JP,43.93,141.64,56.16,87,45,9.86
487,1600804561,brae,GB,60.4,-1.35,55.4,87,75,19.46
488,1600805114,loviisa,FI,60.46,26.23,45.0,95,82,7.0
489,1600804562,korla,CN,41.76,86.15,62.96,30,0,2.1
490,1600805114,shu,KZ,43.6,73.76,53.06,41,1,5.06
491,1600805114,tautira,PF,-17.73,-149.15,84.2,66,20,16.11
492,1600805114,roald,NO,62.58,6.13,55.99,87,20,5.82
493,1600805115,gualaca,PA,8.53,-82.3,82.4,78,40,13.87
494,1600805115,narsaq,GL,60.92,-46.05,42.8,30,5,5.82
495,1600805115,murmashi,RU,68.82,32.81,41.0,93,75,6.71
496,1600805115,bay roberts,CA,47.6,-53.26,53.01,54,100,10.56
497,1600805115,visnes,NO,59.36,5.22,57.0,93,75,17.22
498,1600805116,rocha,UY,-34.48,-54.33,59.95,61,32,7.14
499,1600805116,mahon,ES,39.89,4.27,73.4,78,40,10.29
500,1600805116,tyrma,RU,50.08,132.17,45.79,88,100,2.17
501,1600805116,mandalgovi,MN,45.76,106.27,49.75,46,0,5.84
502,1600804375,torbay,CA,47.67,-52.73,52.0,81,90,16.11
503,1600805116,nainpur,IN,22.43,80.12,73.85,95,100,7.11
504,1600805117,sinop,TR,41.77,34.87,58.62,57,0,3.8
505,1600805117,ponta delgada,PT,37.73,-25.67,69.8,73,20,10.29
506,1600805117,ginir,ET,7.13,40.7,62.31,84,100,7.0
507,1600805117,mae sai,TH,20.43,99.88,78.8,100,20,1.34
508,1600805117,reconquista,AR,-29.15,-59.65,72.97,37,0,9.08
509,1600804922,maneadero,MX,31.72,-116.57,91.0,11,7,8.99
510,1600805118,udachnyy,RU,66.42,112.4,41.0,65,0,4.47
511,1600805118,khilok,RU,51.37,110.47,31.64,97,2,1.54
512,1600805118,port-cartier,CA,50.03,-66.87,51.8,62,90,6.93
513,1600805118,masuguru,TZ,-11.37,38.42,77.22,61,0,5.75
514,1600805118,ratne,UA,51.67,24.53,58.89,74,0,5.99
515,1600805118,kampene,CD,-3.6,26.67,71.98,82,87,1.21
516,1600804828,boa vista,BR,2.82,-60.67,95.0,41,40,6.93
517,1600805119,platteville,US,42.73,-90.48,79.0,47,1,8.05
518,1600805119,beipiao,CN,41.79,120.78,54.27,53,100,1.39
519,1600804559,bathsheba,BB,13.22,-59.52,89.6,62,40,12.75
520,1600805119,gberia fotombu,SL,9.88,-11.17,72.09,97,34,3.87
521,1600805119,vila do maio,CV,15.13,-23.22,82.4,78,20,8.05
522,1600805119,abha,SA,18.22,42.51,75.2,13,3,7.02
523,1600805120,waipawa,NZ,-41.41,175.52,57.2,87,100,26.4
524,1600805120,nalut,LY,30.33,10.85,84.25,23,0,9.71
525,1600805120,bonthe,SL,7.53,-12.51,78.48,84,40,6.02
526,1600805121,hovd,MN,48.01,91.64,53.71,43,4,5.95
527,1600804740,los llanos de aridane,ES,28.66,-17.92,75.2,83,40,11.41
528,1600805121,gat,IL,31.61,34.76,81.0,70,2,4.03
529,1600805121,carnarvon,AU,-24.87,113.63,55.4,71,0,8.05
530,1600805121,porto velho,BR,-8.76,-63.9,93.2,49,40,3.36
531,1600805121,sassandra,CI,4.95,-6.08,75.74,87,93,8.95
532,1600805122,ibi,ES,38.63,-0.57,73.99,64,100,3.78
533,1600805122,san rafael del sur,NI,11.85,-86.44,91.4,59,20,11.41
534,1600804385,egvekinot,RU,66.32,-179.17,38.3,74,0,1.92
535,1600805122,sinnamary,GF,5.38,-52.95,83.53,72,10,15.28
536,1600805122,cururupu,BR,-1.83,-44.87,82.11,68,93,6.67
537,1600805122,vertientes,CU,21.26,-78.15,80.6,83,75,6.93
538,1600805123,gladstone,AU,-23.85,151.25,71.6,83,90,3.36
539,1600805123,khonsa,IN,27.02,95.57,69.08,96,100,2.15
540,1600804975,mayo,US,38.89,-76.51,72.0,37,1,6.93
541,1600805123,vestmannaeyjar,IS,63.44,-20.27,43.54,69,89,13.6
542,1600805123,kisarawe,TZ,-6.9,39.07,72.9,89,19,7.58
543,1600805123,carutapera,BR,-1.2,-46.02,82.38,67,5,10.56
544,1600805124,nabire,ID,-3.37,135.48,74.93,92,100,4.68
545,1600805124,walvis bay,NA,-22.96,14.51,55.99,93,25,4.7
546,1600804573,broken hill,AU,-31.95,141.43,50.0,71,0,8.05
547,1600804873,yeppoon,AU,-23.13,150.73,71.6,83,90,3.36
548,1600805124,pamekasan,ID,-7.16,113.47,80.04,80,37,5.01
549,1600805124,galle,LK,6.04,80.22,78.62,86,49,9.78
550,1600805124,aksarka,RU,66.56,67.8,36.45,86,100,11.07
551,1600805125,chilca,PE,-12.52,-76.74,66.2,68,75,9.17
552,1600804563,taoudenni,ML,22.68,-3.98,101.88,8,0,6.98
553,1600805125,rudbar,AF,30.15,62.6,68.47,31,0,14.05
554,1600804966,istanbul,TR,41.04,28.98,71.6,64,75,10.29
555,1600805125,san cristobal,VE,7.77,-72.22,93.2,44,40,7.34
556,1600804530,vaitape,PF,-16.52,-151.75,78.75,77,7,18.5
557,1600805126,severo-yeniseyskiy,RU,60.37,93.04,44.22,96,100,1.86
558,1600805126,pouebo,NC,-20.4,164.57,69.67,77,12,10.04
559,1600805126,bluefields,NI,12.01,-83.76,87.8,74,40,6.93
560,1600805126,moindou,NC,-21.69,165.68,59.0,87,0,1.59
561,1600805126,leshukonskoye,RU,64.9,45.76,43.59,83,100,12.48
562,1600805127,otane,NZ,-39.88,176.63,55.0,70,100,7.0
563,1600805127,hvide sande,DK,56.0,8.13,55.0,80,0,12.48
564,1600805127,pitimbu,BR,-7.47,-34.81,80.6,74,40,16.11
565,1600805127,sabha,LY,27.04,14.43,80.2,21,0,10.54
566,1600805127,longido,TZ,-2.73,36.68,67.51,58,3,14.38
567,1600805128,passo fundo,BR,-28.26,-52.41,66.97,72,0,4.52
568,1600805128,cap malheureux,MU,-19.98,57.61,68.0,74,3,3.0
569,1600805128,ust-tsilma,RU,65.44,52.15,42.01,92,100,9.17
570,1600804410,isangel,VU,-19.55,169.27,62.6,93,20,12.46
571,1600805128,nevelsk,RU,46.67,141.86,39.2,93,26,6.71
572,1600805128,eresos,GR,39.17,25.93,75.2,69,61,8.05
573,1600805129,atikokan,CA,48.76,-91.62,74.59,34,18,7.38
574,1600805129,ixtapa,MX,20.7,-105.2,89.01,66,20,5.82
575,1600805129,dauriya,RU,49.93,116.87,40.55,79,45,3.51
576,1600804563,nouadhibou,MR,20.93,-17.03,77.0,78,0,13.87
577,1600805097,nakamura,JP,32.98,132.93,69.21,87,100,3.94
578,1600805129,vestmanna,FO,62.16,-7.17,42.8,87,100,9.17
579,1600804380,pochutla,MX,15.74,-96.47,91.4,55,20,9.17
580,1600805130,naco,MX,31.33,-109.95,86.0,25,0,4.0
581,1600805115,kuopio,FI,62.89,27.68,44.6,70,100,3.36
582,1600805130,lebanon,US,36.21,-86.29,71.01,49,1,4.7
583,1600805130,biak,ID,-0.91,122.88,76.82,81,98,6.69
584,1600805051,santa rosa,PH,14.31,121.11,78.01,100,40,2.19
585,1600805130,agvali,RU,42.54,46.12,58.01,63,1,3.04
586,1600804753,akdepe,TM,42.06,59.38,53.6,57,95,4.7
